Host;IPs;Grupos
AL-IT-C1-V-BS-004-A;10.214.112.101;F5 BIG-IP
AL-IT-C2-FW-002-A;10.214.126.38;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-IT-C2-FW-005-A;10.214.116.104;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-IT-C2-V-BC-005-A;10.214.112.95;F5 BIG-IP
AL-IT-C2C3-SR-005-A;10.214.116.105;SWITCH\CISCO
AL-IT-C2C3-ST-007-A;10.214.116.102;SWITCH\CISCO
AL-IT-C2C3-ST-008-A;10.214.116.103;SWITCH\CISCO
AL-IT-C2C3-ST-009-A;10.214.116.106;SWITCH\CISCO
AL-IT-C2C3-ST-010-A;10.214.116.107;SWITCH\CISCO
AL-IT-C3-V-BC-006-A;10.214.112.98;F5 BIG-IP
AL-IT-CM-SR-002-A;10.214.116.1;Migrados
AL-IT-CM-SR-002-A-VDC-C1;10.214.116.3;Migrados
AL-IT-CM-SR-002-A-VDC-C2_C3;10.214.116.4;Migrados
AL-IT-CM-SR-002-A-VDC-RR;10.214.116.2;Migrados
AL-IT-GR-CM-FW-601A;10.214.228.20;ASA/FIREWALL
AL-IT-GR-CM-FW-601B;10.214.228.21;ASA/FIREWALL
AL-IT-GR-MO-LOGIN-600A;10.214.127.149;MigradosNok
AL-IT-GR-MO-LOGIN-600B;10.214.127.150;MigradosNok
AL-IT-GR-MO-LOGIN-600C;10.214.127.151;MigradosNok
AL-IT-GR-MO-LOGIN-600D;10.214.127.152;MigradosNok
AL-IT-GR-SR-001-A;10.214.112.11;Migrados
AL-IT-GR-ST-002-A;10.214.116.42;SWITCH, SWITCH\CISCO
AL-IT-GR-ST-006AB;10.214.228.41;SWITCH\HUAWEI
AL-IT-HIB-NSX-EDGE-1A;10.191.199.218;NSX_VM
AL-IT-HIB-NSX-EDGE-1B;10.191.199.219;NSX_VM
AL-IT-HIB-NSX-EDGE-1C;10.191.199.224;NSX_VM
AL-IT-HIB-NSX-EDGE-1D;10.191.199.225;NSX_VM
AL-IT-HO-BK-ST-002-A;10.193.163.5;MigradosNok
AL-IT-HO-C0-RT-002-B;10.193.163.72;Migrados
AL-IT-HO-C0-SR-001-A;10.193.163.7;Migrados
AL-IT-HO-C1-FW-002-B;10.193.168.2;ASA/FIREWALL
AL-IT-HO-CM-AC-002-B;10.193.163.74;F5 BIG-IP, Homologação
AL-IT-HO-CM-FW-706A;10.193.164.27;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-IT-HO-CM-SR-001-A;10.193.163.4;Migrados
AL-IT-HO-CM-ST-001-A;10.193.163.3;MigradosNok
AL-IT-HO-GR-ST-001-A;10.195.1.35;Migrados
AL-IT-NSX-C1-T0-701A;10.214.241.29;NSX_VM
AL-IT-NSX-C1-T0-701A2;10.214.241.68;NSX_VM
AL-IT-NSX-C1-T0-701B;10.214.241.30;NSX_VM
AL-IT-NSX-C1-T0-701B2;10.214.241.69;NSX_VM
AL-IT-NSX-C1-T0-701C;10.214.241.31;NSX_VM
AL-IT-NSX-C1-T0-701C2;10.214.241.70;NSX_VM
AL-IT-NSX-C1-T0-701D;10.214.241.32;NSX_VM
AL-IT-NSX-C1-T0-701D2;10.214.241.71;NSX_VM
AL-IT-NSX-C1-T0-701E;10.214.241.33;NSX_VM
AL-IT-NSX-C1-T0-701E2;10.214.241.72;NSX_VM
AL-IT-NSX-C1-T0-701F;10.214.241.34;NSX_VM
AL-IT-NSX-C1-T0-701F2;10.214.241.73;NSX_VM
AL-IT-NSX-C1-T0-701G;10.214.241.35;NSX_VM
AL-IT-NSX-C1-T0-701G2;10.214.241.74;NSX_VM
AL-IT-NSX-C1-T0-701H;10.214.241.36;NSX_VM
AL-IT-NSX-C1-T0-701H2;10.214.241.75;NSX_VM
AL-IT-NSX-C1-T0-701I;10.214.241.37;NSX_VM
AL-IT-NSX-C1-T0-701I2;10.214.241.76;NSX_VM
AL-IT-NSX-C1-T0-701J;10.214.241.38;NSX_VM
AL-IT-NSX-C1-T0-701J2;10.214.241.77;NSX_VM
AL-IT-NSX-C1-T0-701K;10.214.241.39;NSX_VM
AL-IT-NSX-C1-T0-701K2;10.214.241.78;NSX_VM
AL-IT-NSX-C1-T0-701L;10.214.241.40;NSX_VM
AL-IT-NSX-C1-T0-701L2;10.214.241.79;NSX_VM
AL-IT-NSX-C1-T0-701M;10.214.241.41;NSX_VM
AL-IT-NSX-C1-T0-701M2;10.214.241.80;NSX_VM
AL-IT-NSX-CM-MGR-700;10.214.127.156;MigradosNok
AL-IT-NSX-CM-MGR-700A;10.214.127.155;MigradosNok
AL-IT-NSX-CM-MGR-700B;10.214.127.170;MigradosNok
AL-IT-NSX-CM-MGR-700C;10.214.127.171;MigradosNok
AL-IT-NSX-CM-T0-703A;10.214.241.42;NSX_VM
AL-IT-NSX-CM-T0-703B;10.214.241.43;NSX_VM
AL-IT-NSX-CM-T0-703C;10.214.241.44;NSX_VM
AL-IT-NSX-CM-T1-704A;10.214.241.45;NSX_VM
AL-IT-NSX-CM-T1-704B;10.214.241.46;NSX_VM
AL-IT-NSX-CM-T1-704C;10.214.241.47;NSX_VM
AL-IT-NSX-CM-T1-704D;10.214.241.48;NSX_VM
AL-IT-NSX-CM-T1-704E;10.214.241.49;NSX_VM
AL-IT-NSX-CM-T1-704F;10.214.241.50;NSX_VM
AL-IT-NSX-CM-T1-704G;10.214.241.51;NSX_VM
AL-IT-NSX-CM-T1-704H;10.214.241.52;NSX_VM
AL-IT-NSX-CM-T1-704I;10.214.241.53;NSX_VM
AL-IT-NSX-CM-T1-704J;10.214.241.54;NSX_VM
AL-IT-NSX-CM-T1-704K;10.214.241.55;NSX_VM
AL-IT-NSX-CM-T1-704L;10.214.241.56;NSX_VM
AL-IT-NSX-CM-T1-704M;10.214.241.57;NSX_VM
AL-IT-NSX-CM-T1-704N;10.214.241.58;NSX_VM
AL-IT-NSX-CM-T1-704O;10.214.241.59;NSX_VM
AL-IT-NSX-CM-T1-704P;10.214.241.60;NSX_VM
AL-IT-NSX-CM-T1-704Q;10.214.241.61;NSX_VM
AL-IT-NSX-CM-T1-704R;10.214.241.62;NSX_VM
AL-IT-NSX-CM-T1-704S;10.214.241.63;NSX_VM
AL-IT-NSX-CM-T1-704T;10.214.241.64;NSX_VM
AL-IT-NSX-CM-T1-704U;10.214.241.65;NSX_VM
AL-IT-NSX-CM-T1-704V;10.214.241.66;NSX_VM
AL-IT-NSX-CM-T1-704W;10.214.241.67;NSX_VM
AL-IT-PIR-FW-1A;10.223.184.104;FORTINET\FIREWALL, Pirituba
AL-IT-PIR-FW-1B;10.223.184.105;FORTINET\FIREWALL, Pirituba
AL-IT-PJ-MPLS-208A;10.195.62.71;Migrados
AL-IT-PJ-MPLS-208B;10.195.62.72;Migrados
AL-IT-SC-STB-101-A;10.214.126.135;Migrados
AL-IT-SC-STB-101-B;10.214.126.136;Migrados
AL-IT AM-C1-RT-100A;10.214.112.124;Roteadores de Borda
AL-LAN-SW-01;10.195.19.46;MigradosNok
AL-LAN-SW-02;10.195.213.246;MigradosNok
AL-LOS-BK-SWB-1A_NAO_PINGA;10.236.152.35;MigradosNok
Al-LOS-CE-FW-1A;10.209.96.29;BackBone, CHECKPOINT/FIREWALL
AL-LOS-CE-FW-1A;10.209.96.29;CHECKPOINT/FIREWALL
Al-LOS-CE-FW-1B;10.209.96.30;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-LOS-CE-FW-1B;10.209.96.30;CHECKPOINT/FIREWALL
AL-LOS-CE-RT-1A;10.195.44.194;MigradosNok
AL-LOS-CE-RT-1B;10.209.96.40;Migrados
AL-LOS-CE-SW-1A;10.192.96.239;Migrados
AL-LOS-CE-SW-1B;10.192.96.240;Migrados
AL-LOS-CE-SW-2A;10.209.96.32;Migrados
AL-LOS-CE-SW-2B;10.209.96.38;Migrados
AL-LOS-CORE-SR-1A;10.209.96.21;Migrados
AL-LOS-CORE-SR-1B;10.209.96.22;Migrados
AL-LOS-DC-SR-1A;10.209.96.24;Migrados
AL-LOS-DC-SR-1B;10.209.96.25;Migrados
AL-LOS-FI-1A;10.236.152.30;MigradosNok
AL-LOS-FI-1B;10.236.152.31;MigradosNok
AL-LOS-LB-1A;10.195.62.85;F5 BIG-IP
AL-LOS-LB-1B;10.195.62.86;F5 BIG-IP
AL-LOS-LB-3A;10.195.62.85;F5 BIG-IP, Losango
AL-LOS-LB-3B;10.195.62.86;F5 BIG-IP, Losango
AL-LOS-NOCSOC-SWB-1A;10.236.152.34;Migrados
AL-LOS-STG-SW-1A;10.209.96.26;Migrados
AL-LOS-STG-SW-1B;10.209.96.27;Migrados
AL-LOS-SWB-1A;10.236.160.81;MigradosNok
AL-LOS-SWB-2A;10.236.157.58;Migrados
AL-LOS-SWB-2B;10.236.157.59;Migrados
AL-MF-CTG-1A;10.195.80.35;MigradosNok
AL-MF-MPLS-SW-001A;10.195.213.237;MigradosNok
AL-MF-MPLS-SW-001B;10.195.213.238;MigradosNok
AL-MF-N9K-DRX-1A;10.238.129.170;Migrados
AL-MF-N9K-DRX-2A;10.238.129.171;Migrados
AL-MF-NOC-1A;10.195.213.251;MigradosNok
AL-MF-NOC-1B;10.195.213.252;MigradosNok
AL-MF-NOC-2B;10.195.213.250;MigradosNok
AL-MF-PIX-C0-FW-001A;10.195.213.185;ASA/FIREWALL, PIX
AL-MF-PIX-C0-FW-001B;10.195.213.188;ASA/FIREWALL, PIX
AL-MF-PIX-C0-RT-001A;10.195.213.83;PIX, SWITCH\CISCO
AL-MF-PIX-C0-RT-001B;10.195.213.84;PIX, SWITCH\CISCO
AL-MF-PIX-C0-SW-001A;10.195.213.81;PIX, SWITCH\CISCO
AL-MF-PIX-C0-SW-001B;10.195.213.82;PIX, SWITCH\CISCO
AL-MF-PIX-C0-V-FW-002A;10.195.213.248;ASA/FIREWALL
AL-MF-PIX-CM-BC-001A;10.195.213.190;F5 BIG-IP, PIX
AL-MF-PIX-CM-BC-001B;10.195.213.191;F5 BIG-IP, PIX
AL-MF-PIX-CM-SR-001A;10.195.213.184;PIX, SWITCH\CISCO
AL-MF-PIX-CM-SR-001B;10.195.213.187;PIX, SWITCH\CISCO
AL-MF-PIX-CM-V-BC-002A;10.195.213.202;BackBone, F5 BIG-IP
AL-MF-PIX-CM-V-BC-002B;10.195.213.203;BackBone, F5 BIG-IP
AL-MPLS-P-1A;10.195.62.20;Migrados
AL-MPLS-P-1B;10.195.62.21;Migrados
AL-MPLS-P-1C;10.195.62.95;Migrados
AL-MPLS-PE-1A;10.195.62.22;Migrados
AL-MPLS-PE-1B;10.195.62.23;Migrados
AL-MPLS-PE-2A;10.195.62.59;Migrados
AL-MPLS-PE-2B;10.195.62.63;Migrados
AL-MPLS-RR-2A;10.195.62.88;Migrados
AL-MPLS-RR-2B;10.195.62.89;Migrados
AL-MPLS-RR-2C;10.195.62.90;Migrados
AL-MX-BLD-SW-1A;10.209.18.55;CARTOES
AL-MX-FW-1A;10.209.18.141;ASA/FIREWALL, CARTOES
AL-MX-FW-1B;10.209.18.142;ASA/FIREWALL, CARTOES
AL-MX-LB-1A;10.209.18.143;Barracuda, CARTOES
AL-MX-SW-1A;10.209.18.140;CARTOES
AL-NOC-FW-1A;10.195.44.154;BackBone, FORTINET\FIREWALL
AL-NOC-FW-2A;10.195.44.158;BackBone, FORTINET\FIREWALL
AL-NOCSOC-SW-1A;10.207.10.50;Migrados
AL-NOCSOC-SW-1B;10.207.10.60;Migrados
AL-NOCSOC-SW-ECM;10.192.58.78;Migrados
AL-PF-NSX-EDGE-OCP-1A;10.236.153.139;NSX_VM
AL-PF-NSX-EDGE-OCP-1B;10.236.153.138;NSX_VM
AL-PIR-PRD-LB-1C;10.236.159.175;F5 BIG-IP, Pirituba
AL-SPB-FW-1A;10.236.153.144;BackBone, CHECKPOINT/FIREWALL
AL-SPB-HOMOLOGACAO;10.228.1.7;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-SPB-SWE-2A;10.236.153.142;SWITCH
AL-SPB-SWE-2B;10.236.153.143;SWITCH
AL-SPB-SWI-1A;10.236.153.140;SWITCH
AL-SPB-SWI-1B;10.236.153.141;SWITCH
AL-TI-SW-1A;10.195.32.228;Migrados
AL-TI-SW-2A;10.192.64.5;Migrados
AL-TI-SW-3A;10.195.32.235;Migrados
AL-TI-SW-4A;10.195.32.236;Migrados
AL-TM-SR-2A;10.223.186.254;Migrados
AL-TM-SR-2B;10.223.186.255;Migrados
AL-TT-BK-SW-ECM;10.192.76.41;Migrados
AL-TT-FI-2A;10.195.108.17;MigradosNok
AL-TT-FI-2A-A;10.195.108.18;Migrados
AL-TT-FI-2A-B;10.195.108.19;Migrados
AL-TT-FI-50-A;10.208.4.148;Migrados
AL-TT-FI-50-B;10.208.4.149;Migrados
AL-TT-FI-A;10.209.107.5;Migrados
AL-TT-FI-B;10.209.107.6;Migrados
AL-TT-NOCSOC-SW-ECM;10.192.58.80;Migrados
AL-TT-SR-1A;10.195.80.160;MigradosNok
AL-TT-SR-1B;10.195.80.161;Migrados
AL-TT-SW-6A;10.195.32.250;Migrados
AL-TT-SW-6B;10.195.32.251;Migrados
AL-TT-SW-VB1A;10.195.108.13;Migrados
AL-TT-SW-VB1B;10.195.108.14;Migrados
AL-TU-SW-2A;10.195.32.237;Migrados
AL-TUTIHO-FI-1-A;10.208.3.106;MigradosNok
AL-TUTIHO-FI-1-B;10.208.3.107;Migrados
AL-VS-2-C2-IE;10.214.254.200;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
ALBCAMXFW001A;10.209.18.26;CARTOES
ALBCAMXFW001B;10.209.18.27;CARTOES
ALDCSCPED001A;10.223.184.25;NSX_VM
ALDCSCPED001B;10.223.184.26;NSX_VM
ALDCWANFW001A;10.195.63.50;BackBone, CHECKPOINT/FIREWALL
ALDCWANFW001B;10.195.63.51;BackBone, CHECKPOINT/FIREWALL
ALHIBBSNPRODLB01;10.191.43.134;F5 BIG-IP, NSX_HIBRIDA
ALHIBBSNPRODLB02;10.191.43.135;F5 BIG-IP, NSX_HIBRIDA
ALHIBDCNPRODLB01;10.191.43.139;F5 BIG-IP, NSX_HIBRIDA
ALHIBDCNPRODLB02;10.191.43.140;F5 BIG-IP, NSX_HIBRIDA
ALHIBITNPRODLB01;10.191.43.141;F5 BIG-IP, NSX_HIBRIDA
ALHIBITNPRODLB02;10.191.43.142;F5 BIG-IP, NSX_HIBRIDA
ALIHSCMPX001A;10.193.163.243;BlueCoat
ALIHSCMPX001B;10.193.163.244;BlueCoat
ALIHSCMPX002A;10.193.163.246;BlueCoat
ALIHSCMPX002B;10.193.163.247;BlueCoat
ALMAVIVA - NT - BKP_B - ALGAR - CHAVE - 124820;10.194.19.219;CARTOES - OPERADORAS
ALMAVIVA - NT - BKP_B - ALGAR - CHAVE - 124820 - PING;10.194.19.219;CARTOES - OPERADORAS
ALMAVIVA - NT - PRINCIPAL B - SENCINET - CHAVE 124819;10.194.19.152;CARTOES - OPERADORAS
ALPBRABKPLF01;10.191.193.228;SWITCH, SWITCH\CISCO
ALPBRABKPLF02;10.191.193.229;SWITCH, SWITCH\CISCO
ALPBRACLDBL01;10.191.193.13;SWITCH, SWITCH\CISCO
ALPBRACLDBL02;10.191.193.14;SWITCH, SWITCH\CISCO
ALPBRACLDLB01;10.191.193.94;CITRIX, NSX_HIBRIDA
ALPBRACLDLB02;10.191.193.95;CITRIX, NSX_HIBRIDA
ALPBRACLDLF01;10.191.193.15;SWITCH, SWITCH\CISCO
ALPBRACLDLF02;10.191.193.16;SWITCH, SWITCH\CISCO
ALPBRACLDLF03;10.191.193.17;SWITCH, SWITCH\CISCO
ALPBRACLDLF04;10.191.193.18;SWITCH, SWITCH\CISCO
ALPBRACLDLF05;10.191.193.118;SWITCH, SWITCH\CISCO
ALPBRACLDLF06;10.191.193.119;SWITCH, SWITCH\CISCO
ALPBRACLDSP01;10.191.193.11;SWITCH, SWITCH\CISCO
ALPBRACLDSP02;10.191.193.12;SWITCH, SWITCH\CISCO
ALPBRAGERLF01;10.191.193.226;SWITCH, SWITCH\CISCO
ALPBRAGERLF02;10.191.193.227;SWITCH, SWITCH\CISCO
ALPBRAGERSB01;10.191.193.100;SWITCH, SWITCH\CISCO
ALPBRAGERSB02;10.191.193.101;SWITCH, SWITCH\CISCO
ALPDELLPR11A;10.191.193.142;BLADE_DELL, NSX_HIBRIDA
ALPDELLPR11B;10.191.193.144;BLADE_DELL, NSX_HIBRIDA
ALPDELLPR12A;10.191.193.59;BLADE_DELL, NSX_HIBRIDA
ALPDELLPR12B;10.191.193.60;BLADE_DELL, NSX_HIBRIDA
ALPDELLPR13A;10.191.193.165;BLADE_DELL, NSX_HIBRIDA
ALPDELLPR13B;10.191.193.166;BLADE_DELL, NSX_HIBRIDA
ALPGERCLDFW01;10.236.156.43;ASA/FIREWALL, NSX_HIBRIDA
ALPGERCLDFW02;10.236.156.44;ASA/FIREWALL, NSX_HIBRIDA
ALPGERCLDSW01;10.191.193.26;SWITCH, SWITCH\CISCO
ALPGERCLDSW02;10.191.193.25;SWITCH, SWITCH\CISCO
ALPGERCLDSW03;10.191.193.224;SWITCH, SWITCH\CISCO
ALPGERCLDSW04;10.191.193.225;SWITCH, SWITCH\CISCO
ALPUCSPRFI01-A;10.191.193.22;NSX_HIBRIDA, UCS
ALPUCSPRFI01B;10.191.193.23;NSX_HIBRIDA, UCS
ALPUCSPRFI02-A;10.191.193.122;NSX_HIBRIDA, UCS
ALPUCSPRFI02-B;10.191.193.123;NSX_HIBRIDA, UCS
alpvmwpresx43.producao.ibm.cloud;10.199.109.93;NSX_VM
AL_BE_RTE_01;10.195.80.173;MigradosNok
AL_SWIFT_RTE_A;10.199.80.90;MigradosNok
ASA-LUX-KIR-A;10.231.235.7;ASA/FIREWALL, UNIDADE INTERNACIONAL
ASA-LUX-KIR-B;10.231.235.6;ASA/FIREWALL, UNIDADE INTERNACIONAL
ASA5508-ARG-1A;10.240.115.241;ASA/FIREWALL
ASA5508-LUX-A;10.231.214.6;ASA/FIREWALL, UNIDADE INTERNACIONAL
ASA5508-LUX-B;10.231.214.7;ASA/FIREWALL, UNIDADE INTERNACIONAL
ASA5520-CAY-A;10.231.195.6;ASA/FIREWALL, UNIDADE INTERNACIONAL
ASA5520-CAY-B;10.231.195.7;ASA/FIREWALL, UNIDADE INTERNACIONAL
ASA5520-LUX-A_PRI;10.231.193.6;ASA/FIREWALL
ASA5520-LUX-A_SEC;10.231.193.7;ASA/FIREWALL
ASA5525-HK-A;10.231.237.193;ASA/FIREWALL
ASA5525-MIA-A_pri_act;10.231.203.131;ASA/FIREWALL
ASA5525-NY-A_SEC_ACT;10.231.196.130;ASA/FIREWALL, UNIDADE INTERNACIONAL
ASA5525-NY-B_PRI_STBY;10.231.196.131;ASA/FIREWALL, UNIDADE INTERNACIONAL
AX - ALGAR UDI - BKP_A - PMSYS - CHAVE - 108108;10.194.19.210;CARTOES - OPERADORAS
AX - ALGAR UDI - BKP_B - PMSYS - CHAVE - 108108;10.194.19.193;CARTOES - OPERADORAS
AX - ALGAR UDI - PRINCIPAL_A - CIRION- CHAVE - 125851;10.194.19.129;CARTOES - OPERADORAS
AX - ALGAR UDI - PRINCIPAL_B - CIRION- CHAVE - 125851;10.194.19.130;CARTOES - OPERADORAS
AX - ELOPAR- TIVIT RJ TR - BKP B - OI - CHAVE - 123941;10.194.19.78;CARTOES - OPERADORAS
AX - ELOPAR - TIVIT RJ TR - PRINCIPAL_B - PMSYS - CHAVE - 115651;10.194.19.21;CARTOES - OPERADORAS
AX - ELOPAR - TIVIT SP TR - BKP B - OI - CHAVE - 123261;10.194.19.77;CARTOES - OPERADORAS
AX - ELOPAR - TIVIT SP TR - PRINCIPAL_B - PMSYS - CHAVE - 115648;10.194.19.20;CARTOES - OPERADORAS
AX - SANTANDER - BKP_B - VIVO - CHAVE - 108112;10.194.19.209;CARTOES - OPERADORAS
AX - SANTANDER - PRINCIPAL_B - Oi - CHAVE - 123972;10.194.19.139;CARTOES - OPERADORAS
azfwcorp1;10.233.192.37;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
azfwcorp2;10.233.192.38;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
azfwcorppr00000H;10.233.192.86;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
azfwcorppr000000;10.233.192.85;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
azfwdmznpr;10.233.196.4;Azure, FORTINET\FIREWALL
azfwdmznprr;10.233.196.5;Azure, FORTINET\FIREWALL
azfwtutidev-FGT;172.24.70.4;Azure, FORTINET\FIREWALL
azitfwdmzprod000000;10.233.197.5;CHECKPOINT/FIREWALL, CLOUD
azitifwdmzprod000000;10.233.197.5;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AZUITDMZPRPX001;10.233.197.68;BlueCoat
BBI-SDWAN-NY-1A;10.231.101.245;UNIDADE INTERNACIONAL
BBI-SDWAN-NY-1B;10.231.101.246;UNIDADE INTERNACIONAL
BBI-SDWAN-NY-2A;10.231.101.247;UNIDADE INTERNACIONAL
BBI-SDWAN-NY-2B;10.231.101.248;UNIDADE INTERNACIONAL
BC - ANGELONI - BKP_B - PMSYS - CHAVE - 100453;10.194.18.84;CARTOES - OPERADORAS
BC - ANGELONI - PRINCIPAL_B - OI- CHAVE - 121953;10.194.18.83;CARTOES - OPERADORAS
BC - ATENTO SBENTO - BACKUP_B - ALGAR - CHAVE - 121831;10.194.18.18;CARTOES - OPERADORAS
BC - CALLINK - BKP_A - Oi - CHAVE - 120272;10.194.18.23;CARTOES - OPERADORAS
BC - CALLINK - BKP_B - Oi - CHAVE - 120272;10.194.18.24;CARTOES - OPERADORAS
BC - CALLINK - PRINCIPAL_B - PMSYS - CHAVE - 120273;10.194.18.22;CARTOES - OPERADORAS
BC - CeA - BKP_B - NOVVACORE - CHAVE - 124385;10.194.18.212;CARTOES - OPERADORAS
BC - CeA - PRINCIPAL_B - TELMEX - CHAVE - 124386;10.194.18.211;CARTOES - OPERADORAS
BC - CIELO-RJ BATCH - PRINCIPAL_B - OI - CHAVE - 131579;10.194.18.36;CARTOES - OPERADORAS
BC - CIELO-RJ ONLINE - BKP_B - PMSYS - CHAVE - 74162;10.194.18.40;CARTOES - OPERADORAS
BC - CIELO-RJ  ONLINE - PRINCIPAL_B - OI - CHAVE - 123921;10.194.18.38;CARTOES - OPERADORAS
BC - CIELO-SP BATCH - BKP_B - PMSYS - CHAVE - 74167;10.194.18.32;CARTOES - OPERADORAS
BC - CIELO-SP BATCH - PRINCIPAL_B - VIVO - CHAVE - 74166;10.194.18.28;CARTOES - OPERADORAS
BC - CIELO-SP ONLINE - BKP_B - VIVO - CHAVE - 74163;10.194.18.34;CARTOES - OPERADORAS
BC - CIELO-SP ONLINE - PRINCIPAL_B - PMSYS - CHAVE - 74164;10.194.18.30;CARTOES - OPERADORAS
BC - COOP - PRINCIPAL_B - PMSYS - CHAVE - 79513 COMUTACAO P - BKP VPN;10.194.18.143;CARTOES - OPERADORAS
BC - EUROP - BKP B - OI - CHAVE - 123940;10.194.18.48;CARTOES - OPERADORAS
BC - EUROP - PRINCIPAL_B - PMSYS - CHAVE - 74276;10.194.18.47;CARTOES - OPERADORAS
BC - FIDELITY- BKP_A - ALGAR - CHAVE - 124841;10.194.18.56;CARTOES - OPERADORAS
BC - FIDELITY- BKP_B - ALGAR - CHAVE - 124841;10.194.18.214;CARTOES - OPERADORAS
BC - FIDELITY - PRINCIPAL_A - SENCINET- CHAVE - 124842;10.194.18.59;CARTOES - OPERADORAS
BC - FIDELITY - PRINCIPAL_B - SENCINET- CHAVE - 124842;10.194.18.213;CARTOES - OPERADORAS
BC - FIS P1 - PRINCIPAL - PMSYS - CHAVE -125894;10.194.18.216;CARTOES - OPERADORAS
BC - LINX - BKP_B - OI - CHAVE - 121949;10.194.18.210;CARTOES - OPERADORAS
BC - LINX - PRINCIPAL_B - PMSYS - CHAVE - 121948;10.194.18.209;CARTOES - OPERADORAS
BC - MATEUS - BKP_B - OI - CHAVE - 118195;10.194.18.101;CARTOES - OPERADORAS
BC - MATEUS - PRINCIPAL_B - PMSYS - CHAVE - 79582;10.194.18.100;CARTOES - OPERADORAS
BC - MEXICO - BKP_A - VIVO - TITULARIDADE MEXICO;10.194.18.77;CARTOES - OPERADORAS
BC - MEXICO - PRINCIPAL_A - TOTALPLAY - TITULARIDADE MEXICO;10.194.18.76;CARTOES - OPERADORAS
BC - SERASA - BKP_B - OI - CHAVE - 123943;10.194.18.61;CARTOES - OPERADORAS
BC - SERASA - PRINCIPAL_B - PMSYS - CHAVE - 74256;10.194.18.60;CARTOES - OPERADORAS
BC - SODIMAC - BKP_B - OI - CHAVE - 120669;10.194.18.208;CARTOES - OPERADORAS
BC - SODIMAC - PRINCIPAL_B - PMSYS - CHAVE - 120668;10.194.18.207;CARTOES - OPERADORAS
BC - SOFTWARE EXPRESS - BKP_B - PMSYS - CHAVE - 108034;10.194.18.200;CARTOES - OPERADORAS
BC - SOFTWARE EXPRESS - PRINCIPAL_B - OI - CHAVE - 123956;10.194.18.199;CARTOES - OPERADORAS
BMK  - NT -  BKP_B - PMSYS - CHAVE - 121954;10.194.19.196;CARTOES - OPERADORAS
BMK - NT - PRINCIPAL_B - OI - CHAVE - 122018;10.194.19.133;CARTOES - OPERADORAS
BR006191ASRDZK1;10.213.248.248;Migrados
BR006191N3548DMZCAK1;10.213.248.250;Migrados
BR006191N3548DMZCAK2;10.213.248.251;Migrados
BR006198S4948CAX1;10.213.247.150;Migrados
BR006272S4948PAV1;167.57.255.4;Migrados
BR006272S4948PAV2;167.57.255.5;Migrados
BR006291FA001DMZ;10.213.247.119;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006291FA001HOM;10.213.247.100;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006291FA002DMZ;10.213.247.2;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006291FA005EXT;10.213.247.111;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006291FA006EXT;10.213.247.107;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006291FA007EXT;167.2.224.101;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006291FA013DMZ;10.213.247.115;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006291LB001DMZ;10.213.247.157;F5 BIG-IP, Losango
BR006298ASRDZX1;10.213.248.249;Migrados
BR006298FA001DMZ;10.213.247.120;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006298FA002DMZ;10.213.247.3;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006298FA005EXT;167.2.169.95;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006298FA006EXT;10.213.247.108;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006298FA007EXT;167.2.224.111;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006298FA013DMZ;10.213.247.116;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
BR006298LB002DMZ;10.213.247.156;F5 BIG-IP, Losango
BR006298N3548CAX1;10.213.248.51;Migrados
BR006298N3548CAX2;10.213.248.50;Migrados
BR006298N3548DMZCAX1;10.213.248.252;Migrados
BR006298N3548DMZCAX2;10.213.248.253;Migrados
BR006298N5548CAX1EMC;10.213.248.16;Migrados
BR006298N5548CAX2EMC;10.213.248.12;Migrados
BR006298N7001CAX;10.213.248.1;Migrados
BR006298N7002CAX;10.213.248.2;Migrados
